"finess_ET","finess_EJ","RS","cat","statut","address","lat","lng","LIT_chir","LIT_obs","LIT_HAD","LIT_med","LIT_psy","LIT_SLD","LIT_SSR","SEJHC_chir","SEJHC_obs","SEJHC_HAD","SEJHC_med","SEJHC_psy","SEJHC_SLD","SEJHC_SSR","JOU_chir","JOU_obs","JOU_HAD","JOU_med","JOU_psy","JOU_SLD","JOU_SSR","PLA_chir","PLA_obs","PLA_HAD","PLA_med","PLA_psy","PLA_SLD","PLA_SSR","SEJHP_chir","SEJHP_obs","SEJHP_HAD","SEJHP_med","SEJHP_psy","SEJHP_SLD","SEJHP_SSR","LIT_total","SEJHC_total","JOU_total","PLA_total","SEJHP_total"
"440000693","440041895","CENTRE DE CONVALESCENCE - ESPIC","SSR prive","ESPIC","CENTRE SSR DE ST SEBASTIEN/LOIRE-ESPIC PL DES LUCINES 44230 ST SEBASTIEN SUR LOIRE",47.1917776,-1.5013047,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,2257,NA,NA,NA,NA,NA,NA,13545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2257,13545,0,0
"440000701","440001220","SSR ROZ ARVOR","SSR prive","Prive lucratif","ETABLISSEMENT DE SSR ROZ ARVOR 2 R DU FORT 44303 NANTES CEDEX 3",47.2653271,-1.5265173,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,1126,NA,NA,NA,NA,NA,NA,35184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1126,35184,0,0
"440000719","440018729","LES APSYADES","SSR prive","ESPIC","CENTRE THERAPEUTIQUE DE LA BARONNAIS 6 R DE LA NEUSTRIE 44340 BOUGUENAIS",47.1779625,-1.5919421,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,17850,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,3117,65,355,17850,13,3117
"440000800","440001246","CLINIQUE DU PARC NANTES","Maison de sante pour maladies mentales","Prive lucratif","CLINIQUE DU PARC 125 RUE PAUL BELLAMY 44000 NANTES",47.2274,-1.5611,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,19723,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3775,NA,NA,57,560,19723,10,3775
"440000883","440042141","HOPITAL LOCAL DE VERTOU","CH","Public","HOPITAL DE VERTOU 1 ALL ALPHONSE FILLION 44122 VERTOU CEDEX",47.1786093,-1.4939336,NA,NA,NA,12,NA,27,38,NA,NA,NA,256,NA,6,341,NA,NA,NA,4027,NA,11637,13123,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,77,603,28787,0,0
"440001113","490017258","ICO - SITE GAUDUCHEAU","CLCC","ESPIC","ICO - SITE GAUDUCHEAU BD JACQUES MONOD 44805 ST HERBLAIN CEDEX",47.2376968,-1.6372547,35,NA,NA,55,NA,NA,NA,1507,NA,NA,3400,NA,NA,NA,6123,NA,NA,15111,NA,NA,NA,6,NA,NA,39,NA,NA,NA,2026,NA,NA,687,NA,NA,NA,90,4907,21234,45,2713
"440001188","440018661","CENTRE HELIO-MARIN DE PEN-BRON","SSR prive","ESPIC","CENTRE HELIO-MARIN DE PEN-BRON 44420 LA TURBALLE",47.305613,-2.510173,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,921,NA,NA,NA,NA,NA,NA,31241,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,14960,104,921,31241,40,14960
"440001253","440028538","H INTERCOM DE LA PRESQU'ILE - GUERANDE","CH","Public","HI DE LA PRESQU ILE :SITE DE GUERANDE 28 AV P DE LA BOUEXIERE 44350 GUERANDE",47.3241713,-2.4243872,NA,NA,NA,59,NA,42,40,NA,NA,NA,1276,NA,30,427,NA,NA,NA,18960,NA,14790,13500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,141,1733,47250,0,0
"440001261","440028538","H INTERCOM DE LA PRESQU'ILE-LE CROISIC","CH","Public","HI DE LA PRESQU ILE: SITE DU CROISIC R GEORGES CLEMENCEAU 44490 LE CROISIC",47.2915161,-2.5136753,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,377,NA,NA,NA,NA,NA,NA,12482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,377,12482,0,0
"440001279","440041531","HI PAYS DE RETZ:HOPITAL DE PAIMBOEUF","CH","Public","HOPITAL DE PAIMBOEUF R CONSTANT RIOU 44560 PAIMBOEUF",47.35531,-1.9388624,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA,NA,8992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,288,8992,0,0
"440001287","440041531","HOPITAL  INTERC. LOCAL DU PAYS DE RETZ","CH","Public","HOPITAL DE PORNIC LA CHAUSSEE 44210 PORNIC",47.1027437,-2.072186,NA,NA,NA,30,NA,NA,30,NA,NA,NA,708,NA,NA,369,NA,NA,NA,10150,NA,NA,10639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,60,1077,20789,0,0
"440001295","440000859","HOPITAL  LOIRE ET SILLON","CH","Public","HOPITAL LOIRE ET SILLON 13 R DE L HOPITAL 44260 SAVENAY",47.35531,-1.9388624,NA,NA,NA,9,NA,39,30,NA,NA,NA,94,NA,26,256,NA,NA,NA,2383,NA,13344,9135,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,78,376,24862,0,0
"440001964","440003267","HOPITAL LOCAL DE CLISSON","CH","Public","HOPITAL LOCAL DE CLISSON 5 R PASTEUR 44191 CLISSON CEDEX",47.0913724,-1.2910291,NA,NA,NA,NA,NA,30,40,NA,NA,NA,NA,NA,15,310,NA,NA,NA,NA,NA,9338,11193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,325,20531,0,0
"440001972","440003309","CENTRE HOSPITALIER GEORGES DAUMEZON","CHS","Public",NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,2098,NA,NA,NA,NA,NA,NA,32087,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,17296,NA,NA,115,2098,32087,152,17296
"440002020","440001386","POLYCLINIQUE DE L'EUROPE","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE DE L EUROPE 33 BD DE L UNIVERSITE 44615 ST NAZAIRE CEDEX",47.2531215,-2.2657971,93,NA,NA,20,NA,NA,NA,5534,NA,NA,1172,NA,NA,NA,17596,NA,NA,5643,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,9021,NA,NA,0,NA,NA,NA,113,6706,23239,32,9021
"440002459","440001501","CENTRE DE SSR LE BODIO","SSR prive","ESPIC","CENTRE DE SSR LE BODIO 44160 PONTCHATEAU",47.4341406,-2.1198124,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,28001,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,204,80,803,28001,3,204
"440002939","440001758","U.S.L.D. CHEVEUX BLANCS ORVAULT","SLD","Prive non lucratif (non ESPIC)",NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,13428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,17,13428,0,0
"440003291","440000289","CHU DE NANTES - SITE SAINT-JACQUES","CHR","Public","CHU DE NANTES - SITE SAINT-JACQUES 85 R ST-JACQUES 44200 NANTES",47.196147,-1.537269,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,2139,NA,NA,NA,NA,NA,NA,72023,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,7872,220,2139,72023,32,7872
"440003390","440001998","CLINIQUE LA  BRIERE","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,829,NA,NA,NA,NA,NA,NA,23056,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,7086,NA,NA,63,829,23056,23,7086
"440005080","440002590","AUTODIALYSE DE NANTES MONTFORT ET DIALYSE A DOMICI","Centre de dialyse","ESPIC","ACTIVITES DE DIALYSE-MONTFORT 85 R SAINT JACQUES 44202 NANTES CEDEX 2",47.1967458,-1.5361959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440007607","440000057","CH ST NAZAIRE - HEINLEX","CH","Public",NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,2094,NA,NA,NA,NA,NA,NA,33356,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,7122,NA,NA,109,2094,33356,56,7122
"440012128","440003960","HOPITAL A DOMICILE NANTES & REGION","HAD","ESPIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48610,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,1735,NA,NA,NA,NA,0,0,48610,164,1735
"440017440","440000057","HOPITAL A DOMICILE CH ST NAZAIRE","CH","Public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9167,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,471,NA,NA,NA,NA,0,0,9167,35,471
"440017598","440000289","CHU DE NANTES HOPITAL G. R. LAENNEC","CHR","Public","CHU DE NANTES : HOPITAL G. R. LAENNEC BD JACQUES MONOD 44800 ST HERBLAIN",47.236055,-1.6403022,127,NA,NA,354,NA,NA,NA,4222,NA,NA,12997,NA,NA,NA,30222,NA,NA,94397,NA,NA,NA,3,NA,NA,29,NA,NA,NA,510,NA,NA,5849,NA,NA,NA,481,17219,124619,32,6359
"440021202","850009010","USLD CH LOIRE VENDEE OCEAN MACHECOUL","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,10378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,9,10378,0,0
"440021285","440000297","USLD DU CENTRE HOSPITALIER D ANCENIS","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,10433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,10433,0,0
"440021392","440000289","HOP PSY ST-JACQUES - CHU NANTES","CHR","Public",NA,NA,NA,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,4976,NA,NA,NA,NA,NA,NA,84511,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,31537,NA,NA,299,4976,84511,245,31537
"440023364","440006377","CENTRE CATHERINE DE SIENNE","Etablissement de soins medicaux","Prive lucratif","CENTRE CATHERINE DE SIENNE 2 R ERIC TABARLY 44202 NANTES CEDEX 2",47.19524,-1.547829,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,1968,NA,NA,NA,NA,NA,NA,16728,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,52,1968,16728,29,102
"440024669","440042844","CENT. DE S. DE SUITE -LE BOIS RIGNOUX-","SSR prive","ESPIC","CENTRE LE BOIS RIGNOUX 44360 VIGNEUX DE BRETAGNE",47.3381608,-1.7042866,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,1063,NA,NA,NA,NA,NA,NA,33429,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,48,100,1063,33429,4,48
"440024982","440000461","CLINIQUE ST-AUGUSTIN","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE SAINT-AUGUSTIN 78 R PAUL BELLAMY 44046 NANTES CEDEX 1",47.2257207,-1.5595285,137,NA,NA,17,NA,NA,NA,6407,NA,NA,9063,NA,NA,NA,22129,NA,NA,10346,NA,NA,NA,45,NA,NA,0,NA,NA,NA,5382,NA,NA,0,NA,NA,NA,154,15470,32475,45,5382
"440027589","440002590","AUTODIALYSE DE CHATEAUBRIANT","Structure d'alternative a la dialyse","ESPIC","CENTRE AUTODIALYSE-CHATEAUBRIANT 9 R DE VERDUN 44110 CHATEAUBRIANT",47.7256635,-1.3816625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440029338","440041895","CLINIQUE J.VERNE- POLE HOSP MUTUALISTE","Etablissement de soins pluridisciplinaire","ESPIC","CLINIQUE J.VERNE- POLE HOSP MUTUALISTE 2 RTE DE PARIS 44314 NANTES CEDEX 3",47.2487086,-1.5199446,48,58,NA,32,NA,NA,NA,4848,7946,NA,1103,NA,NA,NA,12853,24671,NA,9102,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,567,10,NA,0,NA,NA,NA,138,13897,46626,10,577
"440029379","440000974","CLINIQUE JULES VERNE","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE JULES VERNE 2 RTE DE PARIS 44314 NANTES CEDEX 3",47.2487086,-1.5199446,92,NA,NA,4,NA,NA,NA,7249,NA,NA,33,NA,NA,NA,19931,NA,NA,411,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,19146,NA,NA,0,NA,NA,NA,96,7282,20342,67,19146
"440032399","440041531","HOPITAL DE PORNIC USLD","SLD","Public",NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,9930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,25,9930,0,0
"440033819","440006344","POLYCLINIQUE DE L'ATLANTIQUE","Etablissement de soins pluridisciplinaire","Prive lucratif","POLYCLINIQUE DE L ATLANTIQUE AV CLAUDE BERNARD 44819 ST HERBLAIN CEDEX",47.226781,-1.612242,140,93,NA,6,NA,NA,NA,7879,7264,NA,417,NA,NA,NA,20994,31064,NA,2822,NA,NA,NA,48,14,NA,NA,NA,NA,NA,10841,3098,NA,0,NA,NA,NA,239,15560,54880,62,13939
"440036176","440002590","CENTRE D'HEMODIALYSE AMBULATOIRE DE LAENNEC","Centre de dialyse","ESPIC","CENTRE HEMODIALYSE AMBU-ST HERBLAIN 25 R PILIERS CHAUVINIERE 44800 ST HERBLAIN",47.2324806,-1.6426524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440036218","440002590","AUTODIALYSE D'ANCENIS","Structure d'alternative a la dialyse","ESPIC","CENTRE AUTODIALYSE-ANCENIS 160 R DU VERGER 44156 ANCENIS CEDEX",47.3742888,-1.1739482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440036473","440002590","AUTODIALYSE DE BOUGUENAIS","Structure d'alternative a la dialyse","ESPIC","CENTRE AUTODIALYSE-BOUGUENAIS 11 R GALILEE 44340 BOUGUENAIS",47.1794827,-1.6228608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440036499","440002590","CENTRE D'HEMODIALYSE DE NANTES CONFLUENT","Centre de dialyse","ESPIC","CENTRE D HEMODIALYSE -CONFLUENT 6 R DE LA GARE 44402 REZE CEDEX",47.190616,-1.569382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440039568","440002590","AUTODIALYSE ET DIALYSE MEDICALISEE DE LA BAULE","Structure d'alternative a la dialyse","ESPIC","STRUCTURE HEMODIALYSE-LA BAULE 90 AV DES NOELLES 44500 LA BAULE",47.296991,-2.3862679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440041580","440041572","LE CONFLUENT - NOUVELLES CLINIQUES NANTAISES SAS","Etablissement de soins pluridisciplinaire","Prive lucratif","NOUVELLES CLINIQUES NANTAISES 4 R ERIC TABARLY 44277 NANTES CEDEX 2",47.1957528,-1.5478786,211,NA,NA,144,NA,NA,NA,13548,NA,NA,11925,NA,NA,NA,48564,NA,NA,54933,NA,NA,NA,59,NA,NA,0,NA,NA,NA,21699,NA,NA,0,NA,NA,NA,355,25473,103497,59,21699
"440042513","440002590","AUTODIALYSE DE CARQUEFOU","Structure d'alternative a la dialyse","ESPIC","CENTRE AUTODIALYSE-CARQUEFOU 20 R ANTARES 44470 CARQUEFOU",47.2855125,-1.4487589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440043123","440043115","E.S.E.A.N.","SSR prive","ESPIC","E.S.E.A.N. 58 R DES BOURDONNIERES 44200 NANTES",47.1857009,-1.524444,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,779,NA,NA,NA,NA,NA,NA,10898,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,7260,55,779,10898,30,7260
"440044451","750721334","CENTRE DE SOINS DE SUITE CROIX ROUGE  Beaumanoir","SSR prive","Prive non lucratif (non ESPIC)","CENTRE DE SSR LE BEAUMANOIR 1 PL BEAUMANOIR 44100 NANTES",47.2125737,-1.5722794,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,478,NA,NA,NA,NA,NA,NA,24779,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,68,478,24779,0,0
"440046910","440002590","AUTODIALYSE DE SAINT NAZAIRE","Structure d'alternative a la dialyse","ESPIC","CENTRE D AUTODIALYSE ECHO ST NAZAIRE R DU PETIT LERIOUX 44600 ST NAZAIRE",47.2572589,-2.2723737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440046944","750721334","CENTRE DE SOINS DE SUITE DU CONFLUENT","SSR prive","Prive non lucratif (non ESPIC)","CENTRE DE SSR LE CONFLUENT 6 R ERIC TABARLY 44263 NANTES CEDEX 2",47.1953258,-1.5476085,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,11025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,231,11025,0,0
"440048239","440041895","Soins de suite et de rÈadaptation Jules Verne","SSR prive","Prive non lucratif (non ESPIC)","CENTRE SSR DE ST SEBASTIEN/LOIRE- OQN PL DES LUCINES 44230 ST SEBASTIEN SUR LOIRE",47.1917776,-1.5013047,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,2498,NA,NA,NA,NA,NA,NA,15479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2498,15479,0,0
"440048676","750721334","CENTRE DE R…ADAPTATION DU CONFLUENT","SSR prive","ESPIC","CENTRE DE SSR DU CONFLUENT 6 R ERIC TABARLY 44263 NANTES CEDEX 2",47.1953258,-1.5476085,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,6597,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,7549,20,227,6597,30,7549
"440048700","490017258","ICO: SITE SAINT- AUGUSTIN","CLCC","ESPIC","ICO: SITE SAINT- AUGUSTIN 78 R PAUL BELLAMY 44000 NANTES",47.2255946,-1.559119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,0,0,0,5,33
"440048718","440006377","CHIMIOTH…RAPIE CCS - SITE JULES VERNE","Etablissement de soins medicaux","Prive lucratif","CHIMIOTHERAPIE CCS - SITE JULES VERNE RTE DE PARIS 44000 NANTES",47.2487086,-1.5199446,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,7,1
"440050433","440041895","CLINIQUE MUTUALISTE DE L'ESTUAIRE","Etablissement de soins pluridisciplinaire","ESPIC","CLINIQUE MUTUALISTE DE L ESTUAIRE 11 BD GEORGES CHARPAK 44606 ST NAZAIRE CEDEX",47.2666487,-2.2572668,74,NA,NA,30,NA,NA,80,4285,NA,NA,1556,NA,NA,852,14166,NA,NA,11616,NA,NA,26561,17,NA,NA,24,NA,NA,0,4808,NA,NA,113,NA,NA,0,184,6693,52343,41,4921
"440050441","440002590","UDM - CAP SANTE SAINT NAZAIRE","Structure d'alternative a la dialyse","ESPIC","UDM - POLE BIEN ETRE A ST NAZAIRE R DES TROENES 44600 ST NAZAIRE",47.2671,-2.2528862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"440050458","440000289","MAISON BEAUSEJOUR-SITE SSR","CHR","Public","MAISON BEAUSEJOUR - SITE SSR R DE LA PATOUILLERIE 44093 NANTES CEDEX 1",47.2404159,-1.5836984,NA,NA,NA,NA,NA,10,12,NA,NA,NA,NA,NA,3,47,NA,NA,NA,NA,NA,3276,2198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,50,5474,0,0
"440050466","440000289","MAISON PIRMIL-SITE SSR","CHR","Public","MAISON PIRMIL - SITE SSR 85 R SAINT JACQUES 44200 NANTES",47.1977373,-1.5406798,NA,NA,NA,NA,NA,160,24,NA,NA,NA,NA,NA,53,242,NA,NA,NA,NA,NA,56719,8468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,295,65187,0,0
"450000021","450000088","H‘PITAL MADELEINE","CHR","Public","CHRO - HOPITAL MADELEINE 1 R PORTE-MADELEINE 45032 ORLEANS CEDEX 1",47.9006649,1.8962356,22,107,NA,150,NA,NA,NA,2359,8135,NA,6595,NA,NA,NA,4411,35773,NA,43823,NA,NA,NA,13,15,NA,9,NA,NA,NA,1465,2105,NA,421,NA,NA,NA,279,17089,84007,37,3991
"450000047","450000096","CH DEZARNAULDS - GIEN","CH","Public","CH DEZARNAULDS - GIEN 2 AV JEAN VILLEJEAN 45503 GIEN CEDEX",47.6904289,2.6353666,NA,25,NA,89,NA,NA,36,NA,1622,NA,5635,NA,NA,431,NA,5116,NA,27452,NA,NA,10471,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,150,7688,43039,0,0
"450000062","450000104","CH AGGLOMERATION MONTARGOISE","CH","Public","CH AGGLOMERATION MONTARGOISE 658 R DES BOURGOINS 45200 AMILLY",47.9972668,2.7729858,80,43,NA,242,48,50,60,4032,2982,NA,11792,372,23,496,21248,10168,NA,72631,13773,17216,19164,11,NA,NA,29,15,NA,NA,1599,0,NA,155,3009,NA,NA,523,19697,154200,55,4763
"450000070","450000112","CH PITHIVIERS","CH","Public","CH PITHIVIERS 10 BD BEAUVALLET 45307 PITHIVIERS CEDEX",48.1701879,2.2506419,NA,15,NA,43,NA,48,32,0,882,NA,2417,NA,35,332,0,2614,NA,16835,NA,17237,10479,2,NA,NA,1,NA,NA,NA,412,0,NA,131,NA,NA,NA,138,3666,47165,3,543
"450000120","450000138","CH LOUR PICOU - BEAUGENCY","CH","Public","CH LOUR PICOU - BEAUGENCY 48 AV DE VENDOME 45190 BEAUGENCY",47.7818612,1.621492,NA,NA,NA,12,NA,NA,13,NA,NA,NA,163,NA,NA,129,NA,NA,NA,3048,NA,NA,3757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,25,292,6805,0,0
"450000187","450000146","CH PAUL CABANIS- BEAUNE-LA-ROLANDE","CH","Public","CH PAUL CABANIS- BEAUNE-LA-ROLANDE 14 R FREDERIC BAZILLE 45340 BEAUNE LA ROLANDE",48.0704085,2.429334,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,4664,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14,155,4664,0,0
"450000211","450000153","CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS","CH","Public","CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS 123 R DE ST GERMAIN 45170 NEUVILLE AUX BOIS",48.0862647,2.0457973,NA,NA,NA,5,NA,NA,23,NA,NA,NA,60,NA,NA,229,NA,NA,NA,661,NA,NA,8300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,28,289,8961,0,0
"450000237","450000534","CLINIQUE -JEANNE D'ARC-","Etablissement de soins pluridisciplinaire","Prive lucratif","CLINIQUE JEANNE D ARC - GIEN 2 AV JEAN VILLEJEAN 45500 GIEN",47.6900695,2.636003,74,NA,NA,12,NA,NA,NA,2490,NA,NA,125,NA,NA,NA,11063,NA,NA,1689,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,4771,NA,NA,0,NA,NA,NA,86,2615,12752,30,4771
"450000245","450000542","CLINIQUE -L'ARCHETTE-","Etablissement de soins chirurgicaux","Prive lucratif","CLINIQUE L ARCHETTE 83 R JACQUES MONOD 45161 OLIVET CEDEX",47.8580946,1.9086171,134,NA,NA,11,NA,NA,NA,6678,NA,NA,292,NA,NA,NA,24467,NA,NA,2652,NA,NA,NA,24,NA,NA,8,NA,NA,NA,8379,NA,NA,1,NA,NA,NA,145,6970,27119,32,8380
"450000252","450000559","MAISON SANTE -BELLE ALLEE-","Maison de sant√© pour maladies mentales","Prive lucratif",NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,859,NA,NA,NA,NA,NA,NA,33098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,859,33098,0,0
